attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score
33.74,9.24,0,93.21,Secondary,Low,Yes,No,100.0,80.34
61.71,6.68,0,42.08,Higher,Medium,No,Yes,70.23,40.6
65.71,8.85,2,47.91,Secondary,Medium,Yes,Yes,65.37,59.76
82.32,1.75,1,79.38,Higher,Medium,Yes,Yes,15.79,50.08
66.12,0.0,0,45.79,Higher,Medium,Yes,Yes,57.41,49.31
57.04,8.56,1,81.04,Higher,Low,No,Yes,88.95,66.01
37.42,0.0,5,75.34,Secondary,Low,Yes,Yes,75.11,30.96
76.21,7.22,1,70.93,Secondary,Medium,Yes,Yes,96.3,73.75
55.09,11.11,3,8.11,Higher,High,Yes,Yes,87.01,58.93
100.0,5.46,0,65.15,Primary,Low,Yes,Yes,73.1,88.0
78.75,5.79,4,77.14,Higher,Low,No,Yes,81.04,55.84
89.05,3.6,3,80.75,none,Low,No,Yes,90.46,68.31
68.78,10.29,3,34.88,Primary,Low,Yes,No,74.29,57.93
80.03,5.29,1,87.54,none,Low,Yes,Yes,61.74,73.67
52.73,7.91,1,51.28,Higher,High,No,Yes,87.97,45.35
45.54,0.0,0,56.32,Higher,High,No,Yes,89.08,35.6
75.38,3.91,2,22.95,Higher,Low,Yes,Yes,78.53,29.24
89.26,4.86,4,63.71,none,Medium,Yes,Yes,100.0,70.26
26.35,3.45,4,79.73,Secondary,Medium,Yes,Yes,99.39,25.66
62.52,4.62,5,100.0,Secondary,Low,No,Yes,63.96,55.02
100.0,5.74,0,39.71,Higher,Low,Yes,Yes,99.73,60.43
86.98,6.04,2,46.02,Primary,High,No,Yes,93.84,61.24
100.0,1.86,0,100.0,Secondary,Low,No,Yes,88.66,80.98
59.15,9.55,1,100.0,Higher,Low,Yes,Yes,100.0,86.7
63.55,3.75,4,81.81,Secondary,Medium,Yes,Yes,51.6,38.42
99.17,15.0,2,84.29,Primary,Medium,No,Yes,72.31,79.13
90.59,13.67,0,69.81,Higher,Low,Yes,Yes,90.69,94.21
72.64,,0,90.78,Higher,Low,Yes,Yes,100.0,69.7
43.44,5.08,1,70.85,Higher,Low,No,Yes,55.28,53.3
100.0,7.26,3,92.56,Secondary,High,No,Yes,60.95,100.0
100.0,4.71,2,99.91,Higher,High,Yes,Yes,100.0,53.36
35.7,5.46,5,61.15,none,Low,No,Yes,98.21,25.91
100.0,9.87,5,78.22,Higher,High,Yes,No,38.04,80.38
63.29,1.97,3,88.13,none,Low,No,Yes,58.03,58.63
66.66,4.49,4,78.67,Primary,Medium,No,Yes,73.56,62.28
81.74,7.35,4,55.37,Secondary,Medium,No,Yes,100.0,54.69
44.86,3.12,3,85.77,Primary,Low,No,Yes,93.09,41.04
74.07,6.33,3,89.72,Secondary,Low,No,Yes,53.05,65.27
34.72,3.82,2,69.24,Secondary,Low,Yes,Yes,100.0,45.69
86.9,8.98,1,91.03,Primary,Low,Yes,No,68.33,87.77
100.0,4.54,3,66.67,Secondary,Low,Yes,Yes,63.64,64.72
59.01,8.83,0,100.0,Secondary,Medium,Yes,No,86.33,80.2
70.78,2.51,1,76.18,Higher,High,Yes,Yes,38.25,45.98
72.01,2.8,1,100.0,Higher,Low,Yes,Yes,100.0,83.11
99.66,12.14,0,30.51,Secondary,Low,Yes,Yes,15.95,68.08
85.14,0.0,3,100.0,Secondary,Medium,No,Yes,97.36,53.87
98.01,3.71,2,89.75,none,Low,Yes,Yes,79.41,55.56
62.34,5.17,5,98.9,Secondary,High,Yes,Yes,54.21,64.11
85.84,0.0,2,56.32,Secondary,Low,Yes,Yes,59.49,42.94
10.0,4.84,2,75.07,Primary,Low,Yes,Yes,100.0,45.72
91.69,0.0,2,80.38,Higher,Low,Yes,Yes,100.0,63.38
44.56,6.61,3,66.52,Higher,Low,Yes,Yes,64.33,41.18
66.81,6.31,3,59.74,Primary,Medium,Yes,Yes,83.92,50.69
93.63,0.0,3,78.27,Secondary,High,No,Yes,62.86,48.61
36.6,4.82,3,65.95,Secondary,Low,No,Yes,100.0,49.98
100.0,4.75,3,88.49,Primary,High,No,No,88.61,67.73
71.89,4.2,1,76.0,Secondary,Low,No,Yes,100.0,49.84
100.0,2.27,0,86.41,Secondary,Low,Yes,Yes,80.67,84.25
52.43,8.0,5,65.13,Secondary,High,No,Yes,57.02,56.19
29.68,1.21,1,56.13,Secondary,Low,Yes,Yes,50.0,41.23
74.28,8.37,2,100.0,Secondary,Low,No,Yes,100.0,74.22
89.68,10.21,0,93.38,Secondary,Medium,No,Yes,76.65,93.35
91.77,3.74,0,45.86,none,Low,No,Yes,92.88,64.57
46.61,2.94,2,48.5,Secondary,Low,No,Yes,96.81,54.92
34.38,6.24,1,100.0,Primary,High,Yes,Yes,100.0,58.49
67.19,10.26,3,78.95,none,Low,Yes,Yes,70.83,68.36
87.91,0.0,5,67.8,Higher,Low,Yes,Yes,39.02,46.71
86.64,4.51,0,8.42,Secondary,Low,No,No,66.88,35.68
100.0,5.43,4,35.4,Primary,Low,Yes,Yes,76.45,62.29
65.66,7.97,1,84.81,Secondary,High,No,Yes,88.59,73.1
28.88,5.81,4,80.76,Secondary,Low,Yes,Yes,64.61,49.48
100.0,7.33,3,100.0,Secondary,High,No,Yes,70.72,63.35
79.88,6.6,3,95.05,Higher,Low,No,Yes,76.89,62.36
82.05,5.56,3,64.51,Higher,Low,Yes,Yes,82.57,43.63
94.18,8.14,0,98.61,none,Low,Yes,Yes,39.42,82.71
100.0,5.95,0,100.0,Secondary,Low,No,Yes,100.0,89.13
74.42,6.77,2,81.95,Secondary,Low,No,Yes,85.27,79.51
100.0,5.93,1,68.87,Secondary,Medium,No,Yes,88.13,75.56
88.8,4.27,1,74.01,none,Low,Yes,Yes,58.57,61.47
58.61,9.57,0,25.03,Secondary,Low,Yes,Yes,93.56,51.83
69.17,11.1,2,61.84,Secondary,Medium,No,Yes,88.6,51.01
90.42,5.12,0,45.62,Secondary,Low,No,Yes,37.78,55.74
57.28,1.48,2,100.0,Primary,Low,Yes,Yes,75.25,49.27
97.16,9.69,3,100.0,Secondary,Medium,Yes,Yes,40.85,81.1
78.95,2.39,3,96.64,Secondary,Medium,No,Yes,100.0,61.42
84.54,11.51,3,70.2,Secondary,Low,No,Yes,69.2,86.61
100.0,10.79,1,82.46,Secondary,Low,No,Yes,67.4,70.95
83.91,6.21,2,100.0,Higher,High,Yes,Yes,84.31,70.71
76.79,2.58,1,80.29,Secondary,Medium,Yes,Yes,33.83,50.12
72.94,6.46,2,81.45,none,Low,No,Yes,95.33,67.44
71.63,5.32,0,59.31,Secondary,Low,Yes,Yes,59.64,57.96
82.81,4.44,2,67.45,Secondary,High,No,Yes,100.0,75.39
100.0,12.14,1,99.58,Secondary,Medium,No,Yes,100.0,98.14
59.71,7.83,0,76.29,none,High,No,Yes,53.21,57.36
57.81,8.89,2,64.24,Secondary,Low,No,Yes,100.0,75.47
100.0,0.89,1,72.53,Secondary,Low,Yes,Yes,81.74,49.21
60.85,11.63,2,100.0,none,Low,No,No,51.81,76.56
80.4,2.34,0,69.07,Secondary,Low,No,Yes,66.58,62.57
60.21,5.22,1,18.9,Secondary,Low,Yes,Yes,70.61,35.91
33.01,6.16,5,89.88,Primary,Medium,No,Yes,93.5,38.78
79.96,8.8,1,52.31,Secondary,Medium,No,Yes,88.21,63.88
100.0,10.71,0,43.4,Higher,Medium,No,Yes,100.0,85.2
73.45,7.65,3,100.0,Secondary,Low,Yes,Yes,62.39,48.53
37.96,8.63,4,100.0,Higher,Low,Yes,Yes,100.0,71.11
77.73,0.0,2,92.89,Higher,Medium,Yes,No,65.73,52.33
56.1,10.27,3,69.48,Secondary,Low,Yes,Yes,90.28,38.09
10.0,6.99,3,74.02,Secondary,Medium,Yes,Yes,92.77,35.44
72.98,5.46,2,100.0,none,Medium,No,Yes,46.11,77.1
87.94,7.18,2,62.33,Primary,Low,No,No,95.3,68.94
100.0,6.67,2,59.75,Secondary,High,Yes,Yes,94.56,75.82
100.0,8.19,0,20.55,Higher,Medium,No,Yes,70.97,69.97
91.27,1.92,0,36.33,Higher,Medium,Yes,Yes,81.79,53.94
98.34,5.3,4,72.65,Higher,Low,No,Yes,70.3,75.78
42.89,1.99,5,88.76,Secondary,High,No,Yes,83.64,49.58
100.0,8.67,5,72.06,Secondary,High,No,Yes,79.9,66.73
100.0,8.16,4,45.1,Secondary,High,No,Yes,48.96,60.82
65.82,4.19,4,78.53,none,Medium,Yes,Yes,65.21,53.17
92.04,0.0,5,68.72,Secondary,Low,Yes,No,18.22,42.28
89.53,,2,53.48,Higher,Medium,Yes,Yes,32.95,50.49
100.0,7.92,3,100.0,Secondary,Low,No,Yes,85.89,88.19
71.22,8.56,2,100.0,Secondary,Low,Yes,Yes,50.84,83.67
,4.32,3,90.54,Secondary,Medium,Yes,Yes,100.0,55.8
62.75,3.15,0,100.0,Secondary,Medium,Yes,Yes,100.0,78.13
97.42,0.0,4,61.81,Secondary,High,Yes,Yes,68.39,49.49
27.0,0.0,0,59.87,Secondary,High,Yes,Yes,62.65,37.91
10.0,11.34,2,54.24,Secondary,High,Yes,Yes,49.01,31.01
97.36,4.55,2,36.04,Secondary,High,No,Yes,74.14,50.5
81.87,7.87,5,86.18,Secondary,Medium,Yes,Yes,88.28,69.05
75.46,8.07,3,97.34,Primary,Low,No,Yes,82.14,81.4
42.36,2.4,4,22.83,Primary,Medium,No,Yes,84.95,31.4
32.25,4.53,1,75.55,Higher,High,No,Yes,75.79,51.38
59.14,11.6,5,70.84,Higher,Medium,Yes,Yes,81.77,67.92
,3.77,0,64.0,Higher,Low,Yes,Yes,100.0,70.75
60.36,6.2,2,64.09,Secondary,Medium,Yes,Yes,50.07,42.8
97.5,7.57,0,80.52,Secondary,Low,No,Yes,48.24,82.98
51.15,10.2,0,80.74,Higher,Medium,No,Yes,82.05,73.86
,9.24,2,71.49,Secondary,Low,No,Yes,55.94,53.66
92.58,1.41,5,80.28,Secondary,Low,No,Yes,57.82,49.41
65.58,8.71,1,52.12,Secondary,Low,Yes,Yes,99.88,62.68
66.82,2.8,2,55.8,none,Low,Yes,No,91.7,58.93
58.91,3.49,3,60.04,Higher,Low,Yes,Yes,28.05,33.99
54.28,1.82,1,76.52,Secondary,Low,No,Yes,68.96,55.47
83.85,6.56,1,98.17,Higher,Medium,No,Yes,78.5,82.28
87.09,5.06,0,42.22,Secondary,Low,No,Yes,71.08,43.16
80.68,14.03,2,68.03,none,Medium,No,Yes,66.92,91.57
59.6,11.93,5,86.91,Higher,Low,No,Yes,100.0,80.68
69.96,3.57,1,100.0,Primary,Medium,Yes,Yes,86.31,74.77
100.0,1.39,5,37.13,Primary,Medium,Yes,Yes,50.21,29.85
39.47,4.64,0,100.0,Secondary,Low,No,Yes,48.87,60.33
100.0,7.69,1,100.0,Secondary,Medium,Yes,Yes,100.0,86.51
77.49,5.5,2,72.71,Secondary,Low,Yes,Yes,37.28,38.17
70.5,8.5,3,57.65,Secondary,Low,Yes,Yes,99.38,60.54
98.83,0.0,5,58.44,Higher,Medium,Yes,Yes,100.0,37.03
23.32,11.35,0,73.72,Secondary,Low,Yes,Yes,73.49,60.24
100.0,14.16,1,49.86,Secondary,Low,No,Yes,56.82,87.93
100.0,0.0,2,70.19,Primary,Medium,Yes,Yes,96.17,73.1
100.0,8.49,1,54.71,none,Low,No,Yes,51.92,77.88
22.44,6.57,4,100.0,Secondary,Low,Yes,Yes,85.15,56.99
94.1,7.98,1,66.12,Primary,Low,Yes,Yes,90.9,63.41
100.0,0.0,3,100.0,Primary,Low,No,Yes,92.33,69.4
100.0,0.0,5,81.66,Higher,Low,Yes,Yes,55.52,62.27
39.8,5.92,2,80.37,Higher,Low,No,No,47.14,52.32
100.0,3.37,0,61.56,Secondary,Low,Yes,Yes,32.19,59.48
100.0,3.61,2,58.9,Secondary,High,No,Yes,73.91,71.34
75.74,7.39,3,87.38,Secondary,Medium,Yes,Yes,40.46,59.64
38.68,10.88,4,75.46,Secondary,Medium,Yes,Yes,49.15,49.44
95.72,1.46,0,86.78,Higher,Low,Yes,No,100.0,88.53
100.0,6.16,1,54.12,Secondary,Low,Yes,Yes,100.0,61.17
,2.82,0,91.39,Primary,Low,Yes,Yes,76.25,72.68
45.23,6.64,3,83.74,Secondary,Medium,Yes,Yes,98.56,67.95
99.55,4.92,3,84.88,Secondary,Medium,Yes,Yes,26.31,64.17
55.78,8.38,5,5.14,Secondary,Low,No,Yes,89.88,50.36
84.93,0.09,1,100.0,Secondary,Low,No,No,100.0,60.38
100.0,8.64,1,78.85,Higher,Low,Yes,Yes,100.0,98.2
33.53,2.69,0,53.83,Primary,Medium,No,Yes,67.51,24.83
97.69,1.96,2,77.15,Secondary,Low,No,Yes,100.0,81.8
69.84,4.15,4,100.0,Secondary,Medium,Yes,Yes,100.0,76.82
70.48,11.21,4,16.42,Secondary,Low,No,Yes,87.06,41.94
87.86,6.65,4,100.0,Primary,Low,No,Yes,51.33,75.84
55.72,6.62,3,23.25,Secondary,Low,No,Yes,100.0,44.09
45.62,9.8,0,50.15,none,Medium,Yes,Yes,84.82,67.04
30.4,0.0,3,50.86,Higher,Low,Yes,Yes,76.0,35.87
100.0,0.83,0,61.54,Primary,High,Yes,Yes,83.89,71.2
65.71,5.34,0,72.28,Secondary,Medium,Yes,Yes,18.42,78.65
89.25,8.99,4,97.31,Secondary,Low,Yes,Yes,74.39,62.66
62.87,7.48,1,97.37,Primary,Medium,Yes,Yes,88.91,84.62
45.96,7.21,0,17.29,Higher,Low,Yes,No,73.37,41.17
91.31,6.54,1,60.96,Higher,Low,No,Yes,90.84,67.32
83.2,13.4,1,22.03,Secondary,High,No,Yes,49.82,61.82
69.08,10.79,3,74.31,Secondary,Medium,Yes,Yes,94.94,81.57
82.55,6.35,3,73.4,Higher,Low,Yes,Yes,67.16,79.08
50.99,7.35,2,67.29,none,Low,No,Yes,79.59,48.2
100.0,7.03,0,75.06,Secondary,High,No,Yes,100.0,82.39
100.0,0.0,4,65.93,Secondary,Low,No,Yes,100.0,62.2
93.98,2.12,0,100.0,Higher,High,No,Yes,39.43,65.9
65.7,5.4,1,100.0,Secondary,Medium,Yes,No,100.0,65.95
76.48,9.86,0,100.0,Higher,Low,No,Yes,28.17,81.96
100.0,7.25,2,56.36,Higher,Medium,Yes,Yes,100.0,72.63
100.0,8.36,0,100.0,Secondary,High,No,Yes,41.18,60.64
100.0,2.36,0,49.48,Higher,Medium,Yes,Yes,76.03,34.53
55.49,4.28,0,88.53,Higher,Low,Yes,Yes,100.0,67.06
53.24,0.0,3,74.94,Secondary,High,No,Yes,100.0,33.59
78.36,8.64,3,60.24,Secondary,Low,Yes,Yes,36.83,57.19
85.17,3.8,3,100.0,Higher,Medium,Yes,Yes,79.17,86.31
71.44,2.18,3,45.22,Secondary,Medium,No,Yes,31.72,61.23
65.26,7.24,0,84.47,Higher,Low,Yes,No,81.49,59.34
100.0,10.66,1,87.35,Primary,High,No,Yes,90.63,79.8
72.73,8.69,4,53.97,Higher,Medium,No,Yes,48.65,55.09
44.62,6.37,2,87.51,Primary,Low,No,Yes,100.0,58.99
47.51,1.77,2,82.14,Secondary,High,Yes,Yes,56.94,43.62
81.18,5.91,4,67.82,Secondary,Low,Yes,Yes,90.78,76.9
100.0,7.28,0,59.77,Higher,Low,Yes,Yes,100.0,66.68
50.6,3.99,1,60.47,none,High,Yes,Yes,55.86,45.95
67.13,8.83,3,43.99,Secondary,Low,No,Yes,94.86,48.29
100.0,2.05,2,54.38,Secondary,Low,Yes,Yes,84.68,82.2
62.89,1.0,2,69.96,Higher,Medium,Yes,Yes,82.75,43.02
86.39,2.71,0,60.06,Primary,High,No,Yes,66.57,43.77
100.0,3.38,3,32.52,Secondary,Low,No,Yes,55.02,53.04
51.21,7.6,1,70.19,Primary,Low,Yes,Yes,50.73,49.71
67.27,11.34,0,78.35,Secondary,Low,No,Yes,43.91,65.22
62.89,9.7,2,85.28,Secondary,High,No,Yes,95.79,78.31
37.05,3.26,0,74.4,Primary,Low,Yes,Yes,56.08,33.52
100.0,2.86,3,100.0,Secondary,Medium,No,Yes,56.47,81.91
60.36,3.16,2,100.0,Higher,Low,No,Yes,54.56,65.96
53.09,3.92,4,83.51,Higher,High,Yes,Yes,100.0,70.43
63.89,9.59,3,79.76,Higher,Low,Yes,Yes,94.23,90.36
98.22,11.06,3,80.53,Secondary,Medium,No,Yes,95.6,80.94
77.82,11.0,4,61.26,Primary,Low,No,Yes,58.8,55.12
55.21,8.43,1,93.36,Primary,Low,Yes,No,23.06,60.32
85.23,7.6,0,80.66,none,High,No,Yes,100.0,69.52
95.31,10.07,0,100.0,Secondary,High,No,Yes,100.0,86.33
74.41,5.99,5,54.66,Higher,Medium,No,Yes,79.94,64.48
69.13,5.68,3,42.2,Secondary,Medium,Yes,Yes,100.0,64.51
100.0,6.71,0,94.98,Higher,Medium,No,Yes,100.0,72.28
70.52,3.41,2,61.48,Higher,Low,No,Yes,65.52,45.18
100.0,8.59,0,83.61,Secondary,Medium,Yes,Yes,79.82,92.91
56.06,2.33,3,21.18,Secondary,Medium,No,Yes,56.55,30.6
55.48,5.05,2,100.0,Secondary,Low,Yes,No,100.0,71.31
52.41,12.6,1,87.88,Higher,Low,Yes,No,82.28,78.26
69.03,11.15,4,100.0,Secondary,Low,No,Yes,37.6,65.34
75.06,7.35,0,62.08,Secondary,Medium,No,Yes,65.27,65.17
41.86,0.54,0,55.28,Higher,High,No,Yes,88.38,36.45
77.42,4.61,4,81.41,none,Medium,No,Yes,80.34,60.79
89.13,9.63,2,56.53,Higher,High,Yes,Yes,90.62,72.9
38.36,8.25,3,40.49,Secondary,Medium,Yes,Yes,99.13,49.96
61.97,5.29,2,100.0,Higher,Medium,No,Yes,72.8,60.8
89.19,11.01,1,65.98,Secondary,Medium,No,No,86.77,80.45
47.76,5.88,0,58.67,Secondary,Low,Yes,Yes,97.07,74.55
67.1,5.98,1,65.69,Primary,Low,No,Yes,66.22,76.57
100.0,9.64,5,82.2,Higher,Medium,Yes,Yes,100.0,96.89
100.0,6.68,1,60.99,Primary,Low,No,Yes,100.0,61.07
86.0,6.86,0,71.57,none,High,No,Yes,91.5,58.99
70.77,2.31,1,78.32,Secondary,Medium,Yes,Yes,52.53,33.48
62.47,3.62,0,100.0,Secondary,Low,Yes,Yes,100.0,74.69
97.77,5.93,0,83.1,Primary,Low,No,Yes,34.39,66.57
100.0,15.0,1,52.81,Higher,Medium,Yes,Yes,70.33,77.22
46.09,2.6,0,78.22,Primary,High,No,Yes,69.65,37.65
97.76,2.38,5,100.0,Secondary,High,Yes,No,36.73,63.2
59.82,6.24,1,100.0,Secondary,Medium,No,Yes,57.63,58.11
53.51,13.58,5,29.79,none,Low,Yes,Yes,64.59,44.96
71.16,11.22,3,73.94,Secondary,Low,Yes,Yes,100.0,65.13
99.79,3.49,2,100.0,Secondary,Low,Yes,Yes,79.4,64.18
82.74,3.75,3,90.73,Secondary,Low,No,Yes,81.43,74.33
82.06,7.17,4,90.24,Secondary,High,Yes,Yes,100.0,87.14
83.81,4.16,5,92.55,Secondary,Medium,Yes,Yes,47.76,61.58
86.69,13.09,2,100.0,Secondary,Low,Yes,Yes,26.14,89.66
72.15,8.02,1,93.64,Secondary,Low,Yes,Yes,54.94,83.12
90.8,1.54,0,100.0,Higher,High,Yes,Yes,72.49,93.21
58.51,4.75,4,49.88,Higher,Low,Yes,No,59.05,59.45
91.28,7.81,1,56.34,Secondary,Low,No,Yes,57.47,67.81
96.42,8.23,5,75.31,Higher,Low,No,Yes,43.18,59.39
92.48,6.45,1,40.3,Secondary,Low,No,Yes,93.87,76.97
93.78,4.87,2,63.05,Secondary,Low,No,Yes,78.35,76.54
86.62,9.43,1,52.75,Secondary,High,Yes,No,75.67,81.37
100.0,11.8,3,59.4,Secondary,Low,Yes,Yes,38.62,86.9
18.21,9.17,0,79.52,Primary,High,No,Yes,95.35,47.55
96.34,6.13,0,49.32,Higher,Low,No,Yes,100.0,76.42
100.0,1.65,3,37.11,Higher,Low,No,No,92.02,60.21
59.45,5.48,3,78.37,Secondary,Low,Yes,Yes,94.12,50.73
56.66,0.12,5,63.99,none,Low,Yes,Yes,43.96,37.28
100.0,7.34,3,72.2,none,Medium,No,Yes,38.98,70.97
51.83,8.39,2,76.35,Primary,Low,Yes,Yes,84.93,59.14
58.33,9.34,3,80.04,Secondary,Low,Yes,Yes,100.0,61.78
79.25,10.61,5,83.12,Primary,Low,Yes,Yes,72.39,80.62
55.03,6.64,3,96.89,Primary,High,No,Yes,100.0,88.07
96.88,10.41,1,81.03,Primary,Low,No,Yes,49.48,73.16
55.23,4.13,2,82.96,Secondary,Medium,Yes,Yes,88.71,51.57
84.02,5.93,2,68.6,Higher,Medium,No,Yes,62.18,59.49
82.11,12.3,5,51.25,Primary,High,No,Yes,59.23,60.28
100.0,7.38,5,100.0,Secondary,High,Yes,Yes,90.98,62.36
100.0,9.19,0,31.23,Secondary,Low,Yes,Yes,100.0,72.49
61.76,11.3,0,38.25,Secondary,Medium,Yes,No,69.78,43.56
43.39,4.79,0,58.76,Secondary,Low,Yes,Yes,76.56,51.52
95.95,7.71,0,79.74,Secondary,Low,No,Yes,91.32,73.15
58.67,12.62,4,93.45,Primary,Low,No,Yes,57.93,78.55
66.61,14.59,5,87.75,Secondary,High,Yes,Yes,45.73,66.69
48.5,5.15,2,66.91,Secondary,High,Yes,Yes,44.75,43.5
91.98,2.12,0,100.0,Secondary,Low,No,Yes,84.59,78.45
58.84,10.13,2,47.56,Secondary,Low,Yes,Yes,67.0,55.81
74.12,1.54,2,30.05,Primary,Medium,Yes,Yes,68.73,43.47
74.51,9.09,0,97.84,none,Medium,Yes,Yes,70.22,79.24
79.59,4.49,5,94.43,Secondary,Low,No,Yes,50.0,57.37
91.54,5.92,2,83.47,Secondary,Low,No,Yes,69.86,89.13
68.93,6.45,4,30.43,none,Medium,Yes,Yes,85.86,53.24
56.46,9.54,2,99.69,none,Low,No,Yes,92.99,67.19
28.51,14.17,2,73.85,Secondary,Low,No,Yes,100.0,65.95
77.57,15.0,0,80.38,Secondary,Low,No,Yes,83.14,83.95
71.08,4.64,3,44.13,Secondary,Low,No,Yes,70.28,52.57
57.24,5.79,0,100.0,Secondary,High,No,Yes,63.37,76.65
76.56,4.6,0,80.23,Higher,High,No,Yes,100.0,92.08
96.4,4.65,4,70.37,Secondary,Medium,Yes,Yes,87.57,84.88
100.0,5.94,1,100.0,Secondary,High,No,Yes,80.74,65.4
36.62,6.54,1,59.72,Higher,Low,No,Yes,95.84,48.44
65.98,1.45,0,84.47,Primary,Low,Yes,Yes,100.0,60.4
99.03,7.15,1,32.8,Primary,High,No,Yes,87.05,63.71
100.0,6.76,3,100.0,Secondary,Medium,No,Yes,56.68,83.01
54.57,5.37,2,57.15,Primary,Low,Yes,Yes,84.11,68.51
100.0,2.77,1,100.0,Secondary,Medium,No,No,95.79,70.59
41.25,10.0,3,100.0,Higher,High,Yes,Yes,60.43,70.39
100.0,9.45,0,100.0,Secondary,Low,Yes,No,32.13,80.76
67.96,5.1,0,55.1,Secondary,Low,Yes,No,82.03,66.33
100.0,3.45,2,100.0,Secondary,High,Yes,Yes,39.67,63.5
63.4,6.77,1,83.14,Higher,Medium,Yes,Yes,97.59,69.31
67.25,2.28,3,50.29,Higher,Low,No,No,94.92,41.21
71.67,5.25,0,70.14,Secondary,High,No,Yes,59.41,76.24
36.57,6.05,2,44.38,Higher,High,No,Yes,89.65,17.88
30.94,0.15,1,100.0,Secondary,Low,No,Yes,63.55,52.45
87.75,3.0,5,72.88,Higher,Medium,No,No,100.0,61.95
99.71,0.49,1,63.28,Secondary,Medium,No,Yes,57.03,45.27
90.19,3.57,2,53.75,Primary,Medium,Yes,Yes,100.0,72.93
43.65,4.69,0,65.17,Secondary,Low,Yes,Yes,67.85,56.12
87.0,5.48,3,69.39,Higher,Low,Yes,No,100.0,58.92
50.24,9.78,0,89.44,Secondary,High,No,Yes,45.35,72.24
85.19,9.68,0,62.08,Higher,Medium,Yes,Yes,42.74,78.04
100.0,8.91,0,69.03,Higher,Medium,No,Yes,100.0,84.19
84.19,0.0,2,86.08,none,Medium,Yes,Yes,17.46,43.77
100.0,6.97,2,80.25,Secondary,Medium,No,Yes,78.51,83.99
71.25,3.69,0,71.51,Secondary,Low,Yes,Yes,70.18,49.19
69.58,2.3,3,80.16,Secondary,Medium,No,Yes,79.88,47.47
76.68,8.63,3,53.74,Primary,Medium,Yes,Yes,79.52,57.47
41.43,7.13,1,80.9,Secondary,Medium,Yes,Yes,54.27,49.29
64.93,6.98,2,80.44,Secondary,Low,No,Yes,66.1,63.69
67.12,2.44,1,44.56,none,Low,No,Yes,100.0,49.36
67.9,10.87,1,78.98,Primary,Low,Yes,Yes,85.61,82.65
81.71,,5,47.72,Primary,Low,Yes,Yes,100.0,50.25
37.99,1.23,3,100.0,none,Low,Yes,Yes,38.26,34.58
46.36,3.81,2,59.08,Secondary,Medium,Yes,No,46.9,37.21
100.0,3.76,4,68.36,Secondary,Low,No,Yes,83.77,65.24
24.82,5.05,5,72.99,Higher,High,Yes,Yes,66.02,19.09
90.41,6.97,3,84.82,Higher,Low,No,Yes,57.94,72.12
65.66,2.23,3,79.8,Higher,High,No,Yes,48.38,46.86
79.0,11.85,2,75.22,Secondary,Low,No,Yes,39.34,69.3
100.0,10.9,0,81.98,Secondary,High,Yes,Yes,46.8,83.38
71.72,3.04,2,100.0,Secondary,High,No,Yes,42.91,54.42
90.63,2.39,1,78.63,Primary,High,No,Yes,71.04,48.85
76.46,11.41,2,79.19,Secondary,Low,No,Yes,64.42,71.8
72.27,4.57,3,100.0,Primary,Medium,No,Yes,73.06,51.15
69.17,2.21,2,100.0,Secondary,High,Yes,No,63.08,73.6
92.53,7.33,0,53.69,Secondary,Low,No,Yes,92.12,60.7
56.71,9.42,1,31.16,Secondary,Medium,Yes,Yes,96.08,43.39
46.7,2.77,2,40.23,Secondary,High,Yes,Yes,85.26,22.41
76.86,5.67,2,100.0,Higher,Low,Yes,Yes,91.55,72.31
79.82,3.15,1,100.0,Secondary,Medium,No,Yes,83.63,73.7
29.4,12.12,4,73.51,Primary,Medium,No,Yes,36.99,75.27
74.74,2.08,4,85.37,Secondary,Low,Yes,Yes,61.37,66.92
44.33,1.11,5,87.15,Secondary,Medium,No,Yes,32.95,25.12
90.67,6.18,3,84.92,none,Low,Yes,Yes,49.02,58.27
29.91,4.12,0,76.45,Secondary,High,Yes,Yes,100.0,68.1
100.0,8.68,1,44.27,Secondary,Low,Yes,Yes,90.56,61.86
66.55,8.19,1,49.39,Higher,Low,Yes,Yes,20.84,57.99
53.38,0.0,3,60.11,Secondary,Low,Yes,Yes,38.99,52.81
67.93,11.54,0,61.11,Secondary,Low,No,Yes,74.76,78.98
88.91,10.25,3,86.62,Secondary,High,No,Yes,50.02,83.67
97.26,10.24,0,81.96,Primary,High,Yes,Yes,92.84,92.07
68.14,8.73,3,33.87,Higher,Low,No,Yes,93.5,67.78
39.03,7.3,0,92.02,Higher,High,No,Yes,31.73,27.26
44.69,0.05,2,36.03,Higher,Low,No,No,70.83,38.58
82.16,8.01,2,88.61,Secondary,Low,No,Yes,66.56,75.3
99.68,8.25,5,78.53,Higher,High,No,Yes,95.2,72.4
100.0,11.36,4,70.37,Higher,High,Yes,Yes,100.0,93.06
79.2,8.38,0,37.59,none,Medium,Yes,Yes,66.6,49.4
99.18,13.69,4,98.89,Primary,Low,No,Yes,76.6,100.0
100.0,1.78,3,77.67,Higher,Medium,No,No,100.0,64.96
100.0,15.0,3,50.69,Primary,Low,Yes,Yes,69.39,77.84
98.05,1.71,2,75.72,Secondary,Low,No,Yes,91.0,55.5
